ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
7.30099E+15,1.82448E+16,2.91363E+15,8.25302E+15,,3.07433E+15,8.73015E+15,4.98953E+15,4.59635E+15,1
5.49851E+16,1.80825E+15,2.15428E+16,670709459234911,3.52251E+16,4.19513E+16,1.31834E+16,689043702218294,3.07482E+16,1
5.6525E+15,1.87831E+15,2.58686E+16,3.52371E+16,3.38029E+15,4.5626E+15,1.54963E+16,7.25453E+15,485644419196427,1
6.16493E+16,2.06041E+15,2.28056E+15,4.39883E+15,,4.09358E+15,1.68957E+16,6.17259E+15,4.16966E+15,1
7.85193E+16,2.35338E+16,1.47636E+16,7.74198E+15,3.38603E+15,5.05666E+15,1.18634E+16,4.95984E+15,5.20404E+16,1
7.22169E+15,2.03069E+16,1.37032E+15,7.82361E+15,3.52125E+15,4.1232E+16,1.61257E+16,8.00589E+15,3.16082E+15,1
6.57808E+15,2.14146E+16,2.48826E+15,5.07116E+15,,4.00743E+15,1.40181E+16,5.88419E+15,4.89042E+15,1
7.85949E+15,2.11311E+16,3.17255E+15,7.51969E+15,3.13344E+16,4.33445E+16,1.59095E+16,,4.49807E+15,1
6.07368E+15,1.40926E+16,1.17953E+15,912842211372743,4.37647E+15,4.13076E+15,1.49348E+16,4.8019E+15,5.24907E+15,1
,2.08256E+16,1.3696E+16,4.48402E+15,,4.49178E+15,2.13052E+16,760397875481668,3.85013E+16,1
6.40796E+16,1.99132E+16,2.84602E+16,4.61372E+15,3.30914E+15,4.48858E+15,1.16569E+16,7.01618E+15,2.95409E+15,1
8.64664E+15,201439064518998,3.25711E+15,995935541759408,,3.38498E+15,1.32615E+16,6.62294E+15,3.33324E+16,1
7.1847E+16,1.89758E+15,1.33175E+16,7.83232E+15,3.78675E+16,5.41306E+15,1.24922E+16,4.16962E+15,3.90406E+15,1
6.93209E+15,2.05338E+15,1.95305E+16,6.52196E+15,,4.7521E+15,1.56739E+16,539558663301533,4.43329E+15,1
6.17475E+15,1.38514E+16,2.15041E+16,1.08603E+16,3.38703E+15,4.47805E+16,1.4242E+16,3.17059E+16,2.56605E+16,1
9.54025E+15,2.24055E+15,3.16839E+15,1.19943E+16,3.15359E+16,4.93836E+16,1.90936E+16,8.13937E+15,3.3295E+16,1
6.88884E+15,1.88921E+16,2.7368E+16,8.00319E+15,3.55479E+15,4.65347E+15,1.23771E+16,751124935430051,4.51233E+15,1
8.17419E+15,2.44249E+16,3.11148E+16,4.72691E+16,2.85332E+16,4.1862E+15,1.48736E+16,5.64642E+15,4.7094E+15,1
8.75693E+15,2.18638E+15,2.1752E+16,6.45488E+15,2.76278E+16,3.56076E+15,1.57131E+16,6.70496E+15,2.94567E+16,1
4.74006E+15,1.76656E+16,2.40693E+15,4.01344E+15,3.67805E+15,2.88221E+16,1.32042E+16,7.78804E+15,5.46794E+15,1
8.7645E+15,2.10851E+15,1.5978E+16,8.04335E+15,3.2876E+15,3.24047E+16,1.21284E+15,5.97892E+16,5.79084E+15,1
7.89945E+15,2.10734E+16,1.58964E+16,6.9072E+15,3.19887E+16,4.48666E+16,1.81699E+15,1240,2.85377E+16,1
7.40265E+15,1.82999E+16,1.92592E+16,7.63237E+15,2.95931E+15,339737304406264,1.04946E+16,8.31187E+15,6.22658E+16,1
5.80003E+16,1.81454E+16,1.30287E+16,6.10676E+15,3.74358E+15,4.05517E+16,1.57738E+16,3.53381E+16,4.07441E+16,1
7.08918E+16,1.79046E+15,2.10657E+16,7.47161E+15,3.77778E+15,5.71576E+15,1.26231E+16,8.52412E+15,3.26603E+16,1
7.85221E+15,1.69028E+16,2.29122E+15,9.61622E+15,,4.68445E+16,1.26011E+16,8.06252E+15,3.53244E+16,1
4.94569E+15,1.70441E+16,2.30007E+16,4.43372E+15,3.40646E+16,3.46642E+16,1.32766E+15,8.45511E+15,3.78252E+15,1
977693205003625,2.13915E+16,2.3972E+15,9.6033E+15,2.93825E+16,5.07017E+16,1.60666E+16,828609362267154,2.56947E+15,1
5.15349E+15,1.07342E+16,1.91157E+16,9.29611E+15,3.33062E+16,4.57892E+15,174456560597402,7.75988E+15,3.74992E+16,1
6.88498E+15,1.3844E+16,1.48932E+16,968643479820874,3.19135E+16,2.86922E+16,1.4184E+16,5.45591E+15,4.58432E+15,1
7.60875E+15,1.92857E+15,2.54108E+15,5.95501E+15,2.83803E+16,4.3221E+16,1.27963E+16,8.11038E+15,4.62746E+15,1
,2.10098E+15,2.36168E+16,4.46568E+15,3.65961E+15,4.2188E+16,1.45369E+16,7.61571E+15,2.29041E+15,1
4.90191E+15,1.41931E+16,1.36148E+16,8.30696E+15,3.68619E+15,4.39055E+16,9.92162E+15,826601649179758,4.10353E+15,1
5.71121E+15,1.45826E+16,2.11572E+16,7.95472E+15,3.85206E+15,4.41087E+15,1.6682E+16,704708890707142,3.95333E+16,1
7.47669E+15,1.62009E+16,2.21713E+15,961159855831238,,4.01235E+15,1.49937E+16,8.28618E+15,4.19554E+15,1
7.0335E+15,1.9188E+16,2.93227E+15,90270569832952,,4.96198E+16,1.71916E+16,428646821456061,3.67896E+15,1
,1.52537E+15,1.97317E+16,1.08867E+16,3.73989E+15,4.63748E+15,1.55349E+16,6.11513E+15,5.29416E+15,1
,1.89001E+16,2.07846E+15,1.00888E+16,3.12955E+16,4.19534E+15,1.48017E+16,6.25351E+15,5.14954E+15,1
8.6553E+15,2.22269E+16,1.36768E+16,7.2713E+16,348618844341726,4.60871E+15,1.80168E+16,7.24282E+15,4.58876E+15,1
,1.77202E+16,1.77663E+16,8.19909E+15,354277369736677,5.20201E+15,1.50996E+16,6.2972E+15,3.16803E+15,1
83043346530985,1.5557E+15,1.82532E+15,1.14485E+16,3.29101E+16,3.80323E+15,1.37559E+16,3.5057E+15,4.18125E+15,1
7.71708E+15,2.11681E+16,2.14E+16,6.98785E+15,2.68945E+16,4.95915E+15,1.14407E+16,8.50515E+15,4.96798E+15,1
7.55582E+15,1.90462E+15,2.94116E+16,786887830943357,3.49949E+16,5.24466E+15,1.94081E+15,795555931048464,4.09917E+15,1
4.88173E+15,1.3699E+15,1.9105E+15,7.26468E+15,4.19716E+15,3.58046E+15,1.33994E+16,7.59341E+15,305019758470709,1
8.31127E+15,2.06108E+16,2.05625E+16,9.82047E+15,,4.79032E+16,2.17411E+16,8.00126E+15,4.46205E+16,1
3.80043E+15,1.11246E+15,1.49049E+16,7.72965E+15,4.18559E+16,3.82224E+16,1.58722E+15,,4.47398E+15,1
4.08359E+15,2.01939E+16,2.0556E+16,1.92027E+16,3.41597E+15,4.35512E+16,1.22267E+16,6.92898E+15,2.97487E+15,1
,2.01572E+16,1.56181E+16,6.70521E+16,3.67193E+16,3.59952E+15,1.0941E+16,2.4915E+15,4.57587E+15,1
4.86507E+15,1.7406E+16,1.52222E+16,5.83922E+15,4.12037E+16,3.33504E+15,1.52666E+16,6.89264E+15,3.97497E+15,1
962472688627138,2.17373E+16,2.51758E+15,9.88395E+15,3.29174E+16,394054835252827,2.02776E+15,8.58403E+15,2.61526E+15,1
5.18878E+15,1.78993E+16,2.26482E+16,6.31806E+15,3.26468E+15,4.04561E+16,1.88404E+16,8.99144E+15,3.7695E+16,1
7.84298E+15,2.0083E+16,1.68272E+16,9.8884E+15,,5.66331E+15,137912447006168,4.66624E+16,5.10931E+15,1
5.91693E+15,1.85925E+16,2.79777E+16,6.77461E+16,3.29619E+15,4.28833E+15,2.06381E+16,707954955109489,3.15756E+16,1
5.72969E+15,1.73975E+16,1.43048E+16,534008845320107,369153970035339,4.7168E+16,1.64242E+16,581576875097454,5.10055E+15,1
5.67822E+16,1.43187E+16,1.8377E+16,7.14534E+15,4.18247E+15,3.59775E+15,1.87145E+16,774476391684988,5.42978E+15,1
7.38658E+15,1.91586E+16,2.63519E+16,8.42616E+15,,5.05188E+15,1.89257E+16,7.26496E+15,3.79137E+16,1
7.51923E+15,2.10385E+15,1.68973E+16,6.56866E+15,3.44704E+16,3.1552E+15,1.98562E+15,,3.27572E+16,1
7.44623E+15,2.41574E+16,1.33124E+16,4.53298E+15,,5.29459E+15,1.72379E+15,6.25222E+16,5.0867E+16,1
7.75394E+15,2.20098E+16,1.71696E+16,798403919630692,3.44122E+15,3.85045E+15,1.68485E+16,470033216991352,4.83303E+15,1
9.15966E+15,1.95423E+16,1.66793E+15,1.01105E+16,3.01746E+16,4.04659E+15,5.19672E+15,5.54668E+15,5.45236E+15,1
7.49699E+15,2.46864E+15,2.26317E+15,3.44088E+16,2.97132E+15,3.57498E+16,1.61413E+16,7.97055E+15,3.83793E+15,1
7.5423E+15,2.30151E+15,1.88775E+16,4.34471E+15,2.7825E+15,4.47259E+15,1.75556E+16,5.33417E+15,4.31755E+15,1
7.15905E+15,1.61479E+16,2.55918E+16,1.01895E+15,3.67596E+16,3.3055E+15,1.54478E+15,5.11883E+15,4.29167E+15,1
,1.16905E+16,2.71513E+15,1.01853E+16,,3.72002E+15,1.35072E+15,6.32737E+15,3.51624E+16,1
5.84467E+15,1.4718E+16,1.36151E+16,8.88111E+15,3.94658E+15,5.3304E+15,1.42174E+16,9.1614E+15,4.33806E+16,1
,2.01828E+16,3.54187E+15,8.25597E+15,2.5358E+16,4.47281E+15,1.56045E+16,4.54921E+15,3.38465E+16,1
5.25841E+15,2.10929E+16,2.92283E+16,3.8339E+15,3.41641E+15,3.63571E+15,1.8065E+16,3.61521E+15,3.73079E+16,1
7.42064E+15,2.12736E+16,1.84637E+15,6.72792E+15,3.55971E+15,5.23603E+15,1.20867E+16,4.49801E+16,5.42377E+15,1
7.07425E+15,2.0892E+15,1.67393E+16,7.86147E+15,,5.18977E+15,8.882E+15,7.8419E+15,4.87894E+16,1
8.18921E+15,1.56328E+16,1.84325E+16,1.22464E+16,370121384654358,2.88351E+15,1.18719E+16,7.97658E+15,3.70951E+16,1
7.74413E+15,1.85568E+15,3.05866E+16,804076015860187,,3.14426E+16,1.71324E+15,5.98716E+15,5.20768E+15,1
8.28986E+15,2.22484E+15,2.38841E+16,5.53321E+15,3.54959E+16,5.14733E+15,1.12055E+16,5.73137E+15,4.28924E+15,1
8.02522E+15,2.1352E+16,1.54575E+16,7.66954E+15,3.18114E+16,376314445852985,942274451470638,5.54596E+16,4.13494E+15,1
8.84893E+15,2.62598E+16,2.44179E+15,5.39901E+15,2.41126E+16,4.93855E+16,1.32624E+16,4.7113E+15,5.99233E+15,1
6.43842E+15,2.02538E+16,2.64482E+15,5.77593E+15,3.22452E+16,5.67202E+15,1.2642E+15,5.57011E+15,3.38036E+16,1
,1.79796E+15,1.70295E+15,7.01899E+15,3.71676E+15,4.04672E+15,1.15934E+15,4.65046E+15,4.45939E+15,1
8.20555E+15,2.04666E+16,1.74145E+15,6.83962E+15,2.7677E+16,346540728905403,1.25056E+16,8.39167E+15,5.12953E+15,1
8.31037E+15,2.01652E+15,2.32605E+16,9.34562E+15,3.33271E+16,2.92316E+16,1.20249E+16,6.36426E+15,3.49305E+15,1
,2.40036E+16,2.31037E+15,8.64309E+15,3.39159E+15,4.87435E+15,1.51937E+15,8.87855E+15,3.98092E+15,1
7.83397E+15,2.40833E+16,2.56949E+15,4.30051E+15,3.0176E+16,4.42741E+15,1.68891E+15,9.68996E+15,4.81492E+15,1
8.14266E+15,2.20631E+16,2.01112E+16,7.44688E+16,3.54897E+15,3.66802E+16,1.97213E+16,5.37194E+15,4.61709E+15,1
5.89643E+15,1.65136E+15,2.30222E+15,7.53681E+15,3.56756E+16,4.01741E+16,1.83636E+16,8.01247E+15,4.28079E+15,1
,2.28109E+16,1.56175E+16,6.32653E+15,3.26505E+15,4.02601E+16,1.46523E+16,803401853769289,3.49017E+15,1
4.3107E+15,1.38432E+16,1.18428E+16,5.60745E+15,3.64458E+16,426369592491061,1.95883E+16,48118628732107,3.17238E+16,1
7.89577E+15,1.68724E+16,2.87236E+15,9.34148E+15,3.53976E+16,5.17437E+15,1.19928E+15,7.98606E+15,4.39173E+15,1
6.863E+15,1.84481E+16,1.15791E+15,6.14949E+15,3.6411E+16,5.56956E+15,9.24691E+15,3.42498E+16,5.34329E+16,1
630476863013428,213656177672167,3.01686E+16,521078044271158,,3.39117E+16,1.49477E+16,4.35764E+15,5.10993E+15,1
6.57868E+15,203408815488612,2.23748E+16,6.24893E+15,3.99617E+16,5.47702E+15,1.20979E+16,7.13385E+15,4.29204E+15,1
896724410982202,2.66479E+16,3.44468E+16,4.90957E+15,,3.43266E+16,1.42634E+16,6.49597E+15,3.74226E+16,1
,1.66405E+15,1.42022E+16,9.0068E+15,3.70539E+16,4.9344E+15,1.24532E+16,5.98042E+15,2.84837E+15,1
7.42309E+15,2.10046E+16,3.1073E+16,6.37471E+15,3.12103E+16,4.60894E+15,1.6806E+15,4.16079E+15,3.71268E+15,1
9.16676E+15,1.84557E+15,2.1737E+16,1.22272E+16,3.04529E+16,3.17583E+16,1.67796E+15,5.10523E+15,5.42927E+15,1
8.46869E+15,1.51954E+16,1.91482E+16,1.19304E+16,3.90807E+16,3.74995E+16,9.90173E+15,702699593087864,4.3756E+15,1
6.48615E+15,2.24809E+16,2.68071E+16,3.26798E+16,3.19074E+16,3.8288E+15,1.0665E+16,6.37277E+15,3.24679E+15,1
4.4391E+15,1.90153E+16,2.08643E+16,2.38665E+16,,5.15631E+15,1.8081E+16,6.33631E+15,3.84423E+15,1
779278353049359,187912476009474,2.10939E+16,1.05855E+16,3.90409E+15,4.63019E+15,1.14628E+16,8.09214E+15,4.04738E+15,1
7.20522E+16,1.88911E+15,3.13156E+16,8.32304E+15,,3.98919E+15,1.56742E+16,6.95511E+15,3.46533E+15,1
6.56905E+15,2.08731E+16,2.91237E+16,6.76512E+15,327697540846151,3.08086E+15,1.23603E+16,6.57502E+15,4.2047E+15,1
,1.82258E+16,1.75407E+16,8.42248E+15,,3.05828E+15,1.1805E+16,6.16961E+16,4.16477E+15,1
4.29169E+15,1.24007E+15,1.80385E+16,8.6033E+15,,5.48574E+15,1.56828E+16,9.1861E+15,461608855445448,1
,1.76414E+15,1.26747E+15,8.98848E+15,3.54768E+16,3.4442E+15,1.26829E+16,8.35674E+15,4.40388E+15,1
4.92109E+15,1.62301E+15,1.41266E+16,6.40681E+15,3.57816E+15,3.37773E+16,2.12379E+16,6.57045E+15,3.28519E+15,1
6.72719E+15,1.97439E+16,2.60125E+15,695200803307596,3.46629E+15,4.7333E+16,1.84378E+15,69466289077676,4.15825E+15,1
5.75709E+15,1.48989E+16,3.24157E+16,9.17856E+15,3.19223E+16,4.07742E+15,1.2121E+16,4.22188E+15,3.73019E+16,1
5.84236E+15,2.17325E+16,2.96448E+15,417910796288259,3.28504E+16,3.10771E+16,1.43354E+15,6.2655E+16,386529596711091,1
8.8481E+15,2.48568E+16,1.9794E+15,9.68115E+15,3.23352E+16,4.11147E+16,1.81378E+15,6.87531E+15,3.0748E+16,0
5.86625E+15,1.46866E+16,1.96791E+16,4.86848E+15,3.20012E+16,4.14427E+15,1.55228E+16,8.44037E+15,4.28131E+15,0
6.021E+15,1.785E+16,1.30951E+16,7.9448E+15,,4.37299E+15,1.37708E+16,5.98724E+16,4.80602E+15,0
7.52993E+15,1.71814E+15,2.70621E+16,5.02957E+15,3.78242E+15,3.251E+16,1.37867E+16,9.72413E+15,4.58532E+15,0
6.64971E+15,1.90532E+15,1.61914E+15,5.25496E+15,,5.64203E+15,1.8443E+16,4.28154E+15,3.08518E+15,0
5.09779E+16,1.82819E+16,2.35903E+16,9.1288E+15,3.26335E+16,4.45563E+15,1.51378E+16,6.86081E+15,4.82932E+15,0
6.48399E+15,1.80445E+16,2.90328E+15,7.30174E+15,326300097940938,3.74676E+15,1.78859E+15,7.59397E+15,2.68864E+16,0
,2.5315E+16,120377703855776,4.38436E+16,3.25413E+16,4.22389E+16,1.31683E+16,4.00522E+15,3.39995E+16,0
5.6697E+15,1.99663E+16,9.54486E+15,8.80825E+15,3.43486E+15,3.7812E+15,2.17804E+16,8.04883E+15,1.91012E+16,0
8.12771E+15,2.0307E+16,1.32271E+16,6.3109E+15,3.62276E+15,4.09742E+15,1.82773E+16,7.89296E+15,4.24417E+15,0
9.10692E+15,2.0961E+16,1.68795E+16,2.10269E+16,,2.9431E+16,806429605288173,7.01906E+15,4.18673E+15,0
7.57576E+15,2.03884E+16,2.08553E+16,8.10931E+15,3.34027E+15,5.32311E+15,1.4236E+16,7.46387E+15,3.17643E+15,0
8.24637E+15,2.07172E+15,3.10804E+15,6.09636E+15,3.32766E+15,36902921276876,1.7534E+15,5.50302E+16,4.43326E+15,0
2.94547E+16,1.26748E+16,1.68294E+16,1.05974E+15,,4.56233E+16,1.01571E+15,7.93106E+15,506998277048037,0
4.96407E+15,1.68283E+16,1.76946E+16,9.72532E+15,3.3364E+16,3.5307E+16,1.72937E+16,6.72525E+15,476170080448234,0
4.9914E+15,1.41622E+16,4.44997E+15,8.26093E+15,3.3551E+16,5.34711E+15,15350872729456,6.28966E+16,3.9266E+16,0
5.04563E+15,1.79703E+16,2.25576E+16,1.01203E+16,2.96425E+15,4.50296E+16,1.42158E+16,8.20663E+15,3.33179E+16,0
,2.06263E+16,1.82211E+16,6.23714E+15,3.52159E+16,5.47325E+15,1.17599E+16,6.23484E+15,3.46956E+15,0
1.10695E+16,2.56202E+15,4.3536E+15,4.04762E+15,,4.33476E+16,1.24274E+15,5.5733E+15,488051238141723,0
57753308887641,1.69728E+16,1.47107E+15,7.26181E+16,3.59267E+15,5.35653E+15,1.17725E+16,6.72972E+15,5.16426E+15,0
901210031314688,2.68679E+15,1.30645E+16,7.62564E+16,3.58337E+15,5.49827E+15,120158677727552,6.36984E+16,4.96233E+15,0
4.03161E+15,1.45483E+16,1.51054E+16,8.18081E+15,3.33711E+16,3.42979E+16,1.38064E+16,8.56791E+15,403793915512632,0
788212394746559,235466404746777,5.47735E+15,6.47606E+15,,4.43895E+16,121785204652723,3.41944E+15,5.36417E+15,0
8.75949E+15,2.19921E+16,3.33649E+16,5.68707E+15,3.24039E+16,4.43548E+15,1.77633E+16,7.97479E+15,2.88958E+16,0
665364951527896,1.72585E+16,3.48164E+15,828930674549619,2.93611E+16,3.89471E+16,1.58725E+16,6.79769E+15,4.87141E+15,0
,1.79962E+15,2.20602E+15,829649738530308,,3.86418E+16,1.00801E+16,6.99048E+15,4.96354E+15,0
4.47388E+15,1.20102E+15,3.00137E+15,6.36937E+15,,4.33744E+16,8.51088E+15,1.00232E+16,4.89366E+15,0
9.34947E+15,252148498737014,1.31375E+16,6.17382E+15,3.20324E+15,3.49816E+16,1.31099E+16,5.88013E+15,3.77802E+15,0
6.86294E+15,2.20148E+16,2.35807E+16,661154340305096,2.85192E+16,3.25722E+16,1.34728E+16,8.94129E+15,3.80609E+16,0
8.26141E+15,2.08188E+16,2.48708E+15,4.92502E+16,,4.41053E+15,1.90957E+16,5.06631E+16,2.80043E+15,0
8.86032E+15,2.33625E+16,1.95503E+16,6.51906E+16,,2.85412E+15,1.30933E+16,2.50619E+16,2.47667E+16,0
7.49651E+15,2.07137E+16,3.94237E+15,849411536940996,3.25404E+15,5.69569E+15,143139868039122,,3.3634E+16,0
1.01642E+16,2.43607E+16,1.65227E+16,3.99217E+16,3.10845E+15,4.87698E+16,1.72232E+15,8.38715E+15,3.53094E+15,0
,1.67466E+15,1.15322E+16,7.70971E+15,3.61009E+16,6.25347E+15,1.41515E+16,748311936140564,4.08618E+15,0
6.03982E+15,1.64026E+16,9.94364E+15,7.7233E+15,3.50756E+15,3.74795E+15,1.66684E+15,655426615940809,3.92377E+15,0
,1.83489E+16,1.26759E+16,9.77781E+15,3.19871E+15,4.82445E+16,1.33097E+16,4.68534E+15,3.24042E+15,0
6.0579E+15,1.49123E+16,2.36035E+16,653702822442459,3.02699E+15,3.93293E+16,1.76152E+16,5.42179E+15,4.26975E+15,0
8.00502E+15,1.87231E+16,4.93414E+15,4.33931E+15,3.00697E+15,4.37326E+15,1.3972E+16,,5.28878E+15,0
,1.93462E+16,1.85192E+15,8.0218E+15,,3.74318E+16,1.37494E+16,437447051616086,2.67659E+15,0
7.03835E+15,1.99598E+16,2.39511E+16,8.22999E+15,3.20484E+16,4.19662E+15,1.19641E+16,6.39256E+16,4.57558E+15,0
,2.02569E+16,2.2257E+16,6.9135E+16,3.04951E+15,4.34198E+16,1.36969E+16,6.42057E+15,4.47807E+15,0
8.23709E+15,2.12819E+16,2.4415E+15,5.41398E+16,,4.45556E+16,1.24099E+16,4.85609E+15,3.68607E+16,0
6.57408E+15,1.86944E+16,2.27238E+16,6.21226E+15,3.3079E+15,3.85019E+15,1.20625E+16,7.25953E+15,4.97732E+15,0
7.33811E+15,1.88854E+16,3.00429E+15,7.46762E+15,3.09615E+15,4.655E+16,1.10541E+16,4.71837E+16,3.73638E+15,0
4.8511E+15,1.46627E+16,2.02276E+16,6.34053E+15,3.68941E+16,3.4652E+15,1.52667E+16,5.69899E+16,3.64411E+16,0
6.91792E+15,2.23333E+16,1.78621E+15,7.99589E+15,2.99403E+15,4.28948E+16,1.22309E+16,6.88368E+15,2.69149E+16,0
6.70934E+15,2.26428E+16,823829003830498,7.69241E+15,2.89921E+16,2.84774E+16,1.18685E+16,5.18752E+15,4.07439E+15,0
6.89405E+15,1.70571E+16,1.74755E+16,5.19478E+15,3.63309E+15,6.41586E+15,1.71832E+15,4.09166E+15,4.56884E+15,0
9.86473E+15,2.78081E+15,1.29782E+16,6.90857E+15,3.19382E+15,4.86638E+16,1.43513E+16,8.47988E+15,3.7019E+16,0
,2.10205E+16,2.68941E+15,4.31276E+15,3.29146E+16,3.44515E+15,1.51092E+15,,4.90391E+15,0
8.0397E+15,2.33856E+16,8.20136E+15,8.29302E+15,,4.6121E+16,1.2878E+15,6.87509E+15,3.82606E+16,0
9.82471E+15,2.1802E+16,1.51209E+15,3.12483E+15,,4.98934E+16,1.48366E+16,4.21682E+15,3.22604E+15,0
1.08873E+16,2.83896E+16,1.51772E+15,4.65654E+15,3.34181E+15,4.20608E+16,1.27025E+15,7.21023E+15,4.00416E+15,0
9.8314E+15,2.63633E+16,1.33454E+16,6.56693E+15,2.95774E+15,4.6244E+16,1.20023E+15,7.60214E+15,3.31181E+16,0
6.52848E+15,1.7694E+16,1.85333E+15,6.08327E+16,336296413110793,4.91478E+15,1.35313E+15,9.69441E+15,4.06328E+16,0
4.09141E+16,1.4679E+16,2.42525E+15,7.25498E+15,2.82694E+16,4.82294E+15,1.06116E+16,7.00694E+15,5.95232E+15,0
,1.97712E+16,1.29624E+16,647658388248892,3.62722E+15,5.03843E+15,1.88924E+15,8.03463E+15,3.50085E+15,0
,2.32864E+15,3.26004E+15,6.70267E+15,3.43599E+15,4.47395E+15,1.39001E+16,5.28921E+16,3.16539E+16,0
,1.92618E+16,3.65207E+15,7.45897E+15,,4.74148E+15,1.69864E+16,8.24402E+15,4.32399E+15,0
6.17516E+15,1.93283E+15,3.28752E+15,1.08967E+16,3.37506E+15,414902017213629,1.29978E+16,6.98674E+15,3.34137E+16,0
873612638374922,2.57231E+15,1.27263E+16,1.03266E+15,3.56415E+16,5.06376E+15,1.13375E+15,694257145433555,3.36853E+16,0
8.24095E+15,2.45091E+16,1.80015E+16,9.36742E+15,3.50615E+15,3.44057E+16,1.39047E+15,,4.6663E+15,0
9.15228E+15,2.2954E+16,2.45607E+15,7.04233E+15,3.72694E+15,3.95404E+15,1.42533E+16,4.09744E+16,3.79278E+16,0
,2.08838E+16,1.161E+16,6.44528E+15,,4.07017E+15,7.07077E+15,7.63835E+15,3.81344E+15,0
6.31758E+16,1.433E+16,2.25778E+15,5.69008E+15,338897199887854,5.73815E+15,1.53155E+16,4.89739E+15,3.39905E+15,0
5.69212E+15,1.65906E+16,2.23962E+16,6.68269E+16,3.09122E+15,530072519956057,1.1472E+15,,4.68239E+15,0
,2.01834E+16,295084928139997,3.92962E+15,3.25061E+15,4.28661E+15,8.81949E+15,7.63738E+15,4.11532E+15,0
,1.39955E+16,3.14211E+16,6.6277E+15,3.46441E+16,3.78771E+15,1.75445E+16,5.47988E+16,4.53618E+15,0
7.19149E+15,1.75461E+15,3.49338E+16,542753272863003,3.32196E+15,4.11302E+16,1.1666E+16,6.02819E+15,4.32068E+15,0
7.38111E+15,1.88314E+16,1.23205E+16,5.49351E+15,3.4324E+15,4.75302E+16,1.78268E+16,3.83373E+16,4.34274E+15,0
6.17252E+15,1.87787E+16,1.04986E+16,7.72256E+15,3.22521E+16,4.6709E+16,2.1234E+16,6.81636E+15,412998499476456,0
9.07632E+15,2.15913E+16,1.41536E+15,5.02003E+15,3.33499E+16,3.11797E+15,1.07763E+16,6.91146E+15,3.43699E+15,0
8.85412E+15,2.22965E+15,1.92588E+16,5.69606E+15,3.95729E+16,4.67088E+16,1.0454E+16,737790066425848,3.46135E+16,0
6.76806E+16,1.79806E+16,2.3793E+16,5.3321E+15,3.33198E+15,4.6153E+15,1.35574E+16,6.05712E+15,4.14581E+15,0
,2.07059E+16,3.05731E+16,4.4382E+15,3.41886E+15,3.93513E+16,1.55646E+16,8.14215E+15,3.1097E+15,0
8.54322E+15,1.83908E+16,3.30374E+16,2.72677E+16,3.58556E+15,6.31499E+15,1.73332E+16,6.81832E+15,2.84788E+15,0
9.56485E+15,2.51807E+16,1.71563E+16,6.25318E+15,3.46705E+16,4.10322E+15,1.86271E+16,8.29559E+15,3.18281E+15,0
5.49979E+15,1.50076E+16,4.31955E+15,6.5706E+15,3.22517E+15,2.87286E+15,1.12304E+16,7.18213E+15,3.66822E+16,0
5.19592E+16,1.75157E+15,3.34731E+15,8.40745E+15,319253631429962,4.8428E+16,1.68128E+16,9.4357E+15,5.3759E+16,0
7.28391E+15,1.97602E+16,2.31125E+16,9.50281E+15,3.32332E+15,4.49362E+15,1.44586E+16,7.00002E+15,3.57186E+15,0
5.87244E+16,1.85404E+16,1.43434E+16,9.69021E+15,3.33565E+16,4.09114E+15,1.47412E+16,6.41837E+15,3.74107E+15,0
5.73572E+15,1.58319E+15,2.5363E+15,7.7286E+16,3.77543E+16,568304670635809,1.36266E+16,7.59523E+15,4.73295E+16,0
6.15842E+15,1.76031E+16,2.6369E+16,9.77121E+15,3.47894E+15,4.53706E+15,1.32547E+16,6.10578E+16,5.0805E+15,0
7.29436E+16,1.91774E+16,4.157E+15,5.31111E+15,3.21321E+15,3.42501E+15,1.37925E+16,5.44635E+16,3.33658E+16,0
7.05427E+15,2.12429E+15,7.45007E+15,8.72711E+15,,396052781798829,1.1384E+16,7.52193E+15,4.78062E+15,0
,1.99942E+15,2.59733E+16,6.49099E+15,3.36041E+16,344970362936582,1.26404E+16,4.68545E+15,3.15177E+16,0
3.14871E+16,1.42272E+16,2.32572E+15,8.27928E+15,2.93161E+16,3.91841E+15,8.92359E+15,68316612123375,3.46564E+16,0
5.66527E+15,1.6289E+16,3.1883E+15,8.31248E+15,3.50682E+16,5.50818E+15,1.56323E+16,7.24574E+15,4.57182E+15,0
8.31094E+15,2.4572E+15,7.9295E+15,8.83239E+15,3.73464E+16,3.48619E+16,1.41059E+16,8.47406E+15,4.40856E+15,0
7.0961E+15,2.06828E+15,2.45486E+16,5.37986E+15,,365400809197269,1.24952E+15,7.92954E+15,4.56976E+15,0
7.95711E+15,1.99108E+16,2.04258E+16,8.17199E+15,3.80078E+15,333156538160031,1.45379E+16,6.22464E+16,3.72987E+16,0
740023858050054,2.18825E+16,8.13607E+15,6.28636E+15,3.10761E+16,5.18733E+15,1.51863E+16,5.0837E+16,4.88012E+15,0
9.73462E+15,2.44929E+16,1.89762E+15,4.74597E+15,3.30636E+15,3.83948E+16,1.4897E+15,,3.5065E+16,0
